Project ID,Project Name,Lattitude,Longitude,Budget,Time Elapsed Percent,Fund Spent Percent,Physical Progress Percent
618977,"SITC of ATM Automation System and ASMGCS [Including SMR & MLAT] for Mumbai, Multi-States Navi Mumbai, Jewar [earlier MOPA, without ASMGCS], HIAL & BIAL (Karnataka, 12/2020 09/2025 500.48 16 (Airport Authority of India [AAI]) Maharashtra, 399.77 80 (611570) Telangana, Uttar Development of New Greenfield Airport at Bundi, Kota Rajasthan.",26.9124,75.7873,1507.0,39.82,5.4,13.6
701127,Construction of New Passenger Terminal Building for Domestic Operations at Jodhpur Airport.,26.9124,75.7873,480.0,100.0,72.54,100.0
701128,Construction of New Integrated Passenger Terminal Building at Udaipur Airport,26.9124,75.7873,887.0,96.91,66.2,78.71
612793,"Widening of basic strip at Western Side of Runway Chainage 80m to 920m i/c slope stabilization Measures [Balance work] of uphill and Improvement of Storm Water Drainage System at Pakyong Airport, Sikkim on design & build basis [EPC] with",27.3389,88.6065,323.26,76.13,27.1,36.14
611602,"Modernization of Chennai Airport, Phase II, Part 2",13.0827,80.2707,1207.0,90.38,27.49,46.0
701113,"Development of Lal Bahadur Shastri International airport, Varanasi including C/o New Terminal Building, Apron Extension, Runway Extension, PTT and allied works.",26.8467,80.9462,2869.65,69.41,26.03,33.0
701122,Development of New Integrated Civil Enclave at Agra Airport,26.8467,80.9462,579.0,89.1,38.79,44.94
611495,Development of New Civil Enclave at Bagdogra Airport,22.5726,88.3639,1549.0,76.62,35.4,27.9
612791,"Re-Construction of Rigid portions of Secondary Runway, K and A Taxiway and Strengthening of C Taxiway at NSCBI Airport Kolkata.",22.5726,88.3639,328.3,99.9,46.76,73.5
615820,Total (25) 21345.07 11586.47 TIKAK EXTENSION OCP,26.1445,91.7362,159.77,45.36,70.53,89.73
615821,TIRAP OCP,26.1445,91.7362,289.46,46.82,36.5,5.0
400144,PORDA CHIMTAPANI OCP [10 MTY],21.2514,81.6296,2310.12,68.66,5.15,11.81
400149,BAROUD OC EXPANSION [3.0-10.0M,21.2514,81.6296,2309.8,69.88,45.01,55.95
400354,DIPKA EXPANSION OCP [40 MTY],21.2514,81.6296,5241.4,68.66,56.12,39.34
400424,GEVRA OC [70 MTY],21.2514,81.6296,11816.4,94.7,66.23,78.48
613798,AMERA OC RCE [1.0 MTY],21.2514,81.6296,335.97,100.0,27.36,42.47
613799,AMGAON OC RCE [1.0 MTY],21.2514,81.6296,316.11,100.0,61.05,78.86
613800,JAGANNATHPUR OC RCE PROJECT,21.2514,81.6296,459.49,94.53,63.2,96.15
613801,MAHAMAYA OCP [1.50 MTY],21.2514,81.6296,410.26,83.88,46.0,54.6
615191,KATKONA RO UG MINE,21.2514,81.6296,329.21,58.06,18.84,2.01
616234,PELMA OC MDO,21.2514,81.6296,1725.04,36.78,0.97,23.75
617287,KUSMUNDA OC EXPANSION PROJECT,21.2514,81.6296,4516.88,32.73,18.76,23.75
617288,MANIKPUR OC EXPANSION PROJECT,21.2514,81.6296,382.61,37.89,36.3,21.29
619171,RPR FOR DURGAPUR OCP 10 MTY,21.2514,81.6296,2415.91,14.03,0.12,0.01
619172,MADANNAGAR OCP 12 MTY - MDO,21.2514,81.6296,1859.19,20.15,0.02,0.0
400018,HURA C OCP,23.3441,85.3096,859.41,60.73,53.05,63.3
400073,KONAR EXPANSION OCP,23.3441,85.3096,674.65,45.04,26.03,50.78
400074,KARO EXPANSION OCP,23.3441,85.3096,849.31,63.91,27.98,23.28
400136,SANGHMITRA OC,23.3441,85.3096,2660.0,30.18,0.64,16.77
400138,CHANDRAGUPT OCP,23.3441,85.3096,973.5,51.77,79.31,25.11
400139,KOTRE BASANTPUR PACHMO OCP,23.3441,85.3096,625.4,51.77,72.99,45.78
400142,Pachwara South Coal Block,23.3441,85.3096,2242.9,76.36,63.87,87.0
400150,RPR MAGADH EXP OCP,23.3441,85.3096,6964.33,79.09,33.02,39.42
400151,NORTH URIMARI EXPANSION OCP,23.3441,85.3096,634.3,66.29,94.33,68.9
400153,EPR ROHINI - KARKETTA OCP,23.3441,85.3096,995.57,77.87,8.57,24.02
400154,EPR PUNDI OCP,23.3441,85.3096,639.6,90.78,2.31,11.24
400155,EPR ASHOK OC,23.3441,85.3096,2821.07,53.38,6.59,27.74
400156,EPR AMRAPALI OCP,23.3441,85.3096,4983.57,80.38,36.9,43.69
400160,RAJRAPPA RCE OCP,23.3441,85.3096,510.85,96.62,95.67,75.61
400172,CHITRA EAST OC,23.3441,85.3096,513.99,83.46,53.7,53.03
400352,JHARKHAND-LAIYO OCP,23.3441,85.3096,654.87,56.68,0.3,32.45
400425,MOONIDIH XV SEAM UG,23.3441,85.3096,1230.27,99.42,65.05,84.02
611864,AMALAGAMATED NTST KUJAMA OCP 8.5MTY (Bharat Coking Coal Limited (BCCL)),23.3441,85.3096,4011.85,49.96,10.34,31.16
613808,MURAIDIH UG PROJECT,23.3441,85.3096,339.87,97.87,56.24,70.47
615349,TAPIN SOUTH EXPN,23.3441,85.3096,230.41,78.37,9.56,23.67
615822,SIRKA OC,23.3441,85.3096,183.18,79.76,49.09,56.47
615843,TETARIAKHAR OC,23.3441,85.3096,232.64,92.04,21.84,30.06
616225,CHUPERBHITA SIMLONG OCP MDO 6,23.3441,85.3096,979.08,20.11,0.0,0.05
616236,JARANGDIH EXPN. OCP 1.5 MTY,23.3441,85.3096,372.06,71.53,23.01,32.99
616253,BLOCK E OCP,23.3441,85.3096,5850.83,48.3,0.35,4.18
617416,"Revised Jharia Master Plan for Dealing with Fire, Subsidence & Rehabilitation of affected families in Jharia Coalfield- Reg.",23.3441,85.3096,5940.47,31.63,8.77,34.0
617764,North Dhadu Western Part OCP,23.3441,85.3096,1354.2,50.76,17.26,40.0
400148,AMADAND OCP[4.0MTY],23.2599,77.4126,869.44,94.7,37.39,75.15
400162,BLOCK B EXPANSION [3.5 TO 8.0,23.2599,77.4126,998.71,92.39,54.6,51.31
400321,NIGAHI EXPANSION [15 TO 25 MTP,23.2599,77.4126,1729.68,78.37,56.97,53.73
613802,KANCHAN OC EXP,23.2599,77.4126,371.04,88.03,42.56,58.2
613803,JHIRIA WEST OCP [1.5 MTY],23.2599,77.4126,366.94,49.95,10.14,41.29
613804,RPR TAWA-III UG 0.84 MTY,23.2599,77.4126,314.09,88.88,5.7,17.78
615185,AMALGAMATED DHANKASA & JAMUNIA,23.2599,77.4126,399.2,87.03,29.36,67.13
615187,RPR OF VISHNUPURI UG TO OC,23.2599,77.4126,220.62,59.17,0.0,11.2
615194,URDHAN EXPANSION OC COST PLUS,23.2599,77.4126,206.88,43.84,24.5,2.02
615195,SHARDA UG MINE,23.2599,77.4126,166.25,64.76,3.57,9.39
615206,GANDHIGRAM UG MINE,23.2599,77.4126,414.15,92.31,6.89,56.88
619032,JAYANT EXPN. [20 TO 38 MTPA],23.2599,77.4126,25560.48,21.08,1.3,2.1
619053,RPR FOR RAMPUR BATURA OCP,23.2599,77.4126,1604.69,25.84,4.69,0.3
400033,BHATADI EXPANSION OC,19.076,72.8777,580.61,72.83,19.32,34.25
400177,AMALGAMATED YEKONA I & YEKONA,19.076,72.8777,727.28,94.96,77.58,80.77
400178,DINESH[MAKARDHOKRA-III] OC,19.076,72.8777,822.88,91.76,96.25,40.63
400353,DHUPTALA OC [SASTI UG TO OC ],19.076,72.8777,711.01,75.29,24.57,19.02
615184,SAONER UG MINE -1 EXPANSION 1.,19.076,72.8777,228.64,74.28,68.67,69.33
615186,SASTI EXPANSION OPENCAST,19.076,72.8777,319.04,91.14,48.7,32.21
615188,NEW MAJRI UG TO OC 3 MTY COST,19.076,72.8777,402.27,87.03,16.86,24.17
615189,MAKARDHOKRA EXPN OC 4.9 MTY,19.076,72.8777,361.87,87.72,28.79,12.2
615190,SINGHORI DEEP OC MIN 2.0 MTY,19.076,72.8777,335.75,62.18,16.07,9.64
615192,GOKUL EXTENSION OC MINE,19.076,72.8777,309.58,90.14,20.13,8.44
615199,KOLGAON EXPANSION DEEP OC MINE,19.076,72.8777,198.71,83.32,12.62,3.93
615330,BALLARPUR NORTH WEST OC MINE,19.076,72.8777,360.81,58.63,7.47,5.35
615331,GADEGAON OC 3 MTY,19.076,72.8777,497.41,44.13,19.24,2.19
615914,GHONSA EXPANSION DEEP OC MINE,19.076,72.8777,184.71,67.35,8.51,12.98
615916,AMLG GAURI PAUNI EXPANSION OC,19.076,72.8777,1225.21,39.4,7.51,4.21
615917,GAURIDEEP/GAURI CENTRAL OCP 7.,19.076,72.8777,973.07,37.64,0.16,2.31
615918,RPR OF BHANEGAON OC,19.076,72.8777,405.2,71.17,10.65,16.06
615919,N. EXTN. MUNGOLI NIRGUDA D OCP,19.076,72.8777,1024.91,45.56,21.3,27.92
615982,NILJAI EXPANSION DEEP OCP,19.076,72.8777,319.75,94.49,61.55,79.83
616044,UKNI DEEP OC MINE -COST PLUS,19.076,72.8777,237.06,92.85,71.25,94.57
616050,AMALGAMATED INDER-KAMPTEE DEEP,19.076,72.8777,235.9,93.14,54.47,98.97
616223,ADASA UG TO OC MINE,19.076,72.8777,316.0,93.0,66.23,86.49
616229,AMAL GONDEGAON GHATROHANA EXPN,19.076,72.8777,668.54,42.51,0.44,2.55
617233,WAGHODA UG MINE [1.02 MTY],19.076,72.8777,379.3,30.56,0.0,0.11
617278,KOLARPIMPRI EXPANSION OC [2.5,19.076,72.8777,630.37,29.4,0.1,0.4
619055,SAONER-III EXPN UG MINE 1.54,19.076,72.8777,444.42,15.14,0.0,0.0
400369,BINA KAKRI AMALGAMATION EXPANS Multi-States,25.0533,79.1794,836.42,91.14,109.65,92.05
615183,KHADIA EXPANSION [10 TO 16 MTP Multi-States,25.0533,79.1794,491.67,89.85,77.22,57.12
400165,SUBHADRA OCP,20.2961,85.8245,1693.81,48.07,78.69,46.57
400166,SIARMAL OCP,20.2961,85.8245,5194.95,68.0,68.21,61.04
400183,BALARAM EXPANSION OCP,20.2961,85.8245,3504.21,69.88,27.5,62.06
400185,GOPALJI KANIHA OCP [10 TO 30 M,20.2961,85.8245,6107.87,54.72,29.1,35.8
400187,INTEGRATED LAKHANPUR-BELPAHAR-,20.2961,85.8245,2434.75,93.4,87.64,82.9
400392,BHARATPUR RE-ORGANIZATION OCP,20.2961,85.8245,2838.86,74.98,60.47,53.54
615857,Naini Coal Mine,20.2961,85.8245,494.3,100.0,99.4,80.0
616226,INTEGRATED KULDA GARJANBAHAL O,20.2961,85.8245,3563.5,33.6,19.44,10.43
616231,BHUBANESWARI EXPN OCP 50 MTY,20.2961,85.8245,5366.27,26.83,8.9,34.03
616232,HINGULA II OC EXPN PH III 15 M,20.2961,85.8245,1561.85,59.17,18.2,33.55
616233,BALABHADRA OCP,20.2961,85.8245,978.44,48.18,47.17,18.93
618982,Talabira II & III OCP - FMC,20.2961,85.8245,522.45,90.61,64.01,74.8
615818,Jawahar Khani Open Cast Mine,17.385,78.4867,297.88,88.88,16.92,20.0
615858,Kalyanikhani Opencast Project,17.385,78.4867,384.32,100.0,79.2,77.0
615860,Godavarikhani Coal Mine - 5,17.385,78.4867,607.04,100.0,33.11,71.0
615861,Indaram Opencast Project,17.385,78.4867,424.81,100.0,96.21,81.0
615862,Goleti Opencast Mine,17.385,78.4867,345.6,100.0,32.39,33.0
615863,Venkatesh Khani Coal Mine,17.385,78.4867,484.5,100.0,98.48,97.0
615865,Kakatiyakhani OC - 2 Project,17.385,78.4867,442.42,100.0,57.28,64.0
400173,MOHANPUR EXPANSION OC -PHASE I,22.5726,88.3639,888.99,61.58,17.32,31.52
400180,BONJEMEHARI EXPANSION OCP,22.5726,88.3639,570.11,58.23,17.29,17.13
400181,NAKRAKONDA KUMARDIH- B OCP,22.5726,88.3639,502.67,75.58,17.69,28.58
400186,TILABONI UG,22.5726,88.3639,749.07,58.06,7.2,12.14
400312,JHANJRA EXPANSION UG,22.5726,88.3639,1210.12,71.01,52.36,52.04
400315,SONEPUR BAZARI EXPANSION OCP [,22.5726,88.3639,5365.88,66.29,13.0,18.5
612816,ITAPARA OCP,22.5726,88.3639,929.1,42.64,14.25,8.41
613793,SHYAMSUNDARPUR UG INCLUDING SA,22.5726,88.3639,483.65,79.97,20.01,16.79
613794,PARASEA-BELBAID UG PROJECT,22.5726,88.3639,389.1,69.3,34.05,22.26
616230,PARASCOLE JAMBAD OCP,22.5726,88.3639,1193.55,14.15,0.99,0.23
617299,Total (113) 182494.77 51305.23 50 MW Wind Power Project,23.2156,72.6369,383.84,88.45,86.84,52.0
617730,600 MW Khavda Solar Power Project,23.2156,72.6369,3335.85,86.53,63.64,62.0
618991,200 MW SPP part of 510 MW CPSU scheme,23.2156,72.6369,1221.41,87.76,5.85,0.0
618992,100 MW SPP part of SECI 150 MW Hybrid,23.2156,72.6369,480.68,87.37,0.57,1.2
400231,NLC Talabira Thermal Power Project,20.2961,85.8245,27212.96,41.85,13.13,4.1
618981,810 MW Solar Power Project - Rajasthan,26.9124,75.7873,4147.07,36.51,6.03,0.0
400203,Total (6) 36781.81 6354.71 Dharamjaigarh-Korba (Railway),21.2514,81.6296,2438.53,99.97,32.51,43.7
400416,Shivpur-Kathautia New Rail [BG] Line [49 km] [Package II of Tori-Shivpur-Kathautia line],23.3441,85.3096,2564.34,83.58,69.6,72.0
400192,Total (2) 3485.86 2577.5 Tubed Coal Mine,23.3441,85.3096,1581.0,96.69,39.52,37.0
603293,Badam Coal Mining project of NTPC,23.3441,85.3096,784.0,91.19,55.94,67.86
602182,Total (2) 2083.00 1063.43 Dibang Multipurpose Project,27.0844,93.6053,31876.39,38.82,15.44,17.93
611698,240MW Heo HE Project,27.0844,93.6053,1938.85,29.96,5.48,6.58
611699,186 MW Tato-I H E Project,27.0844,93.6053,1750.07,29.96,4.54,5.6
611716,700 MW Tato-II HE Project,27.0844,93.6053,8146.21,15.2,3.12,6.59
619311,Kalai-II Hydro Electric Project [1200 MW],27.0844,93.6053,14105.83,5.09,1.34,0.0
602579,Buxar Thermal Power Project [1320 MW],25.5941,85.1376,13756.56,100.0,99.82,95.01
619051,"Nabinagar Super Thermal Power Project, Stage-II [3x800 MW]",25.5941,85.1376,29948.0,26.54,11.43,15.0
611930,Lara Super Thermal Power Project Stage-II [2 x 800 MW],21.2514,81.6296,16106.0,57.06,33.98,33.5
617188,"Sipat Super Thermal Power Project, Stage-III [1x800 MW]",21.2514,81.6296,9791.0,36.99,19.51,22.31
709747,Bagodara Solar Power Project,23.2156,72.6369,339.35,100.0,109.03,51.86
602582,Dhaulasidh Hydro Electric Project [66 MW],31.1048,77.1734,1763.31,90.0,72.35,80.69
602593,Luhri Stage-I Hydro Electric Project [210 MW],31.1048,77.1734,4345.31,60.5,45.58,52.13
611586,Sunni Dam Hydro Electric Project [382 MW],31.1048,77.1734,4555.49,51.74,25.29,34.66
602525,"Pakal Dul [Drangdhuran] Hydroelectric Project, 1000 MW (National Hydroelectric Power Corporation Limited [NHPC]) Jammu and",22.5937,78.9629,12728.0,96.19,73.17,82.05
602532,Kiru HE Project (National Hydroelectric Power Corporation Limited [NHPC]) Jammu and,22.5937,78.9629,5409.0,95.07,73.0,87.0
602535,"Ratle HE Project - 850 MW, Ratle Hydroelectric Power Corporation Limited. (National Hydroelectric Power Corporation Limited [NHPC]) Jammu and",22.5937,78.9629,5281.94,66.99,31.15,31.53
605155,Kwar HE Project (National Hydroelectric Power Corporation Limited [NHPC]) Jammu and,22.5937,78.9629,4526.12,70.26,37.59,36.52
400261,Patratu Thermal Power Station Expansion Project Phase-I [3x800 MW],23.3441,85.3096,20302.0,92.9,97.21,92.0
611509,"Koderma Thermal Power Station Phase II [2X800 MW] At Koderma, Jharkhand",23.3441,85.3096,14358.0,37.4,15.53,14.3
618976,"Gadarwara Super Thermal Power Project, Stage-II [2x800 MW]",23.2599,77.4126,20446.0,25.84,11.39,11.5
602096,Subansiri Lower HE Project [2000 MW] Multi-States,26.61445,92.67075,26075.54,97.37,101.43,97.98
602961,Talcher Thermal Power Station Stage III [2 x 660 MW] Expansion,20.2961,85.8245,12543.0,69.07,56.06,55.0
619056,"Darlipali Super Thermal Power Project, Stage-II [1x800 MW]",20.2961,85.8245,11131.0,13.55,5.09,2.7
602181,"TEESTA-VI HE PROJECT, SIKKIM [500 MW], executed by LANCO TEESTA HYDRO POWER LIMITED [A wholly owned Subsidiary of NHPC LTD. acquired through NCLT]",27.3389,88.6065,5748.04,67.5,79.55,73.78
605156,Rangit-IV HE Project [120 MW] executed by Jal Power Corporation Ltd. [JPCL] - A wholly owned subsidiary of NHPC Ltd. acquired through NCLT,27.3389,88.6065,1828.11,95.15,93.99,97.56
619341,"Telangana Super Thermal Power Project , Stage-II [3 x 800 MW]",17.385,78.4867,29344.85,7.13,2.5,0.97
298178,"Meja Thermal Power Project, Stage-II , (3x800 MW)",26.8467,80.9462,38358.0,2.53,2.61,0.02
612142,"Singrauli Super Thermal Power Project, Stage-III [2x800 MW]",26.8467,80.9462,17195.0,39.69,22.33,25.0
602185,Tapovan-Vishnugad HEP [4x130 MW],30.0668,79.0193,10907.3,87.12,71.77,76.07
602195,Vishnugad Pipalkoti Hydro Electric Project [444 MW],30.0668,79.0193,6405.08,87.26,91.06,81.5
400062,"Raghunathpur Thermal Power Station Phase II [2X660 MW] at Raghunathpur, Purulia, West Bengal",22.5726,88.3639,17673.0,33.19,12.84,13.0
602184,Rammam-III HEPP [3x40 MW],22.5726,88.3639,2865.56,79.41,59.0,57.86
602538,Installation of FGD for 4x210 & 2x250 MW MTPS U 1-6,22.5726,88.3639,1106.0,98.43,103.35,97.0
617183,Total (33) 352432.05 140445 Transmission system strengthening at Kurnool- III PS for integration of additional RE generation projects [POWERGRID Kurnool III PS RE Transmission Limited],16.5062,80.648,2886.0,51.44,31.0,43.89
617375,North Eastern Region Expansion Scheme-XXIII [NERES-XXIII],27.0844,93.6053,209.38,39.82,1.5,3.89
615336,Transmission system for evacuation of Power from REZ in Rajasthan [20 GW] under phase-III Part-D Phase-II,28.6139,77.209,284.0,84.45,32.0,45.94
612139,Transmission system for Evacuation of Additional 7 GW RE power from Khavda RE park under Phase-III Part B [Vataman Transmission Limited],23.2156,72.6369,4231.0,88.78,75.06,72.12
612855,Transmission System for Evacuation of Power from Potential Energy Renewable Zone in Khavda Area of Gujarat under Ph-IV [7GW] Part E2,23.2156,72.6369,697.0,96.25,85.0,82.0
615342,Augmentation of Transformation Capacity at jam Khambhaliya PS [GIS] [SPV Name POWERGRID Jam Khambhaliya Transmission Limited],23.2156,72.6369,329.0,73.25,22.0,33.0
615343,Provision of Dynamic Reactive Compensation at Khavda pooling Station 1 [KPS1] and Khavda Pooling station 3 [KPS3],23.2156,72.6369,501.0,87.26,5.28,8.67
615345,Transmission System for Evacuation of Power from Potential Renewable Energy Zone in Khavda area of Gujarat under Phase-IV [7GW] Part B [SPV Name POWERGRID South Olpad Transmission Limited],23.2156,72.6369,4766.0,61.0,45.0,38.26
617069,Augmentation of Transformation Capacity at KPS1 [GIS] and KPS2 [GIS] [Phase-V Part B1 and Part B2 Scheme] [SPV Name- POWERGRID KPS1 and 2 Augmentation Transmission Limited],23.2156,72.6369,466.0,74.66,33.24,37.0
617182,Augmentation of Banaskantha [Raghanesda] PS [GIS] [POWERGRID Banaskantha Transco Limited],23.2156,72.6369,172.0,70.82,36.0,42.0
617391,Augmentation of Transformation Capacity at Bhuj-II PS [GIS],23.2156,72.6369,488.29,64.12,3.0,7.2
617405,Jamnagar Transmission Limited,23.2156,72.6369,4000.0,62.72,17.45,24.0
617801,Provision of ICT Augmentation & Bus Reactor at Bhuj-II PS,23.2156,72.6369,581.74,62.9,3.0,7.2
619026,KPSIII HVDC Transmission Limited,23.2156,72.6369,19000.0,16.56,0.11,1.0
619029,Transmission System for Reliable Power Supply to Dholera,23.2156,72.6369,319.42,85.02,22.0,35.2
619049,Khavda IVA Power Transmission Limited,23.2156,72.6369,4500.0,77.39,61.62,70.0
617179,Transmission Scheme for evacuation of Power from Ratle HEP [850 MW] & kiru [624 MW] Part B Jammu and,22.5937,78.9629,218.6,71.36,1.7,1.7
617326,Implementation of Transmission Systems in the State of Jharkhand consisting of 400/220/132/33 kV transmission lines and substations under Jharkhand Consultancy Project,23.3441,85.3096,1842.25,94.55,89.46,96.4
612140,Transmission Scheme for Integration of Renewable Energy Zone [Phase II] in Koppal II [Phase A&B] and gadag II[Phase A] in Karnataka [POWERGRID KOPPAL GADAG TRANSMISSION LIMITED],12.9716,77.5946,4445.0,96.82,92.0,95.95
616672,System Strengthening at Koppal-II and GadagII for integration of RE generation projects [SPV Name POWERGRID Koppal Gadag Augmentation Transmission Limited],12.9716,77.5946,1354.0,65.38,25.0,38.07
617068,"Augmentation of Transformation Capacity by 3x500 MVA, 400/220 KV ICTS [6th-8th] and 1x1500 MVA, 765/400 KV ICT [4th] at Bidar PS [SPV Name- POWERGRID Bidar Augmentation Transmission Limited]",12.9716,77.5946,288.0,64.12,10.0,18.75
617184,Transmission Scheme for integration of Davanagere/ Chitradurga and Bellary REZ in Karnataka [POWERGRID Chitradurga Bellary REZ Transmission Limited],12.9716,77.5946,3453.0,56.56,16.0,23.01
617803,Transmission System Strengthening at Davanagere for Integration of RE Generation [SPV Name - POWERGRID Davanagere Power Transmission Limited],12.9716,77.5946,379.0,45.62,4.5,2.5
619228,Transmission System Strengthening for integration of additional RE Potential at Davanagere [0.25 GW] and Bellary [2.75 GW],12.9716,77.5946,1111.0,24.66,2.0,1.0
619028,Augmentation of 1x500 MVA 400/220kV ICT [3rd] at Thrissur VSC HVDC Station in Kerala,8.5241,76.9366,173.14,42.72,1.2,1.5
615344,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5GW] [Jaisalmer/Barmer Complex] Part H1 [POWERGRID KURAWAR TRANSMISSION LIMITED],23.2599,77.4126,3674.0,68.65,45.54,47.9
615346,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5 GW] [Jaisalmer/Barmer Complex] Part C [SPV Name POWERGRID Mandsaur Transmission Limited],23.2599,77.4126,2708.0,79.76,60.0,72.39
617272,Implementation of LILO of both circuits of 400KV vindhyachal PS-Sasan D/C Line at Hindalco Switchyard,23.2599,77.4126,370.0,86.53,40.0,55.26
617279,Transmission System for evacuation of power from Mahan Energen Limited Generating Station in Madhya Pradesh [SPV Name - POWERGRID MEL Power Transmission Limited],23.2599,77.4126,558.0,46.55,32.42,18.47
617802,Augmentation of Transformation Capacity and Implementation of Line Bays at Mandsaur S/S for RE Interconnection [SPV Name- POWERGRID Mandsaur I RE Transmission Limited],23.2599,77.4126,319.0,34.35,5.4,4.8
619024,Mahan Transmission Limited,23.2599,77.4126,3125.32,67.94,17.37,30.0
619027,WRNES Talegaon Power Transmission Limited,19.076,72.8777,2000.0,46.77,1.25,5.0
619227,Network Expansion Scheme in Maharashtra for removal of Transmission constraints in Pune Region-I [765/400kV AIS Pune East],19.076,72.8777,1420.0,20.79,2.74,3.92
617185,Transmission System for Integration of Kurnool-IV REZ Phase-I [for 4.5 GW] [POWERGRID Kurnool-IV Transmission Limited] Multi-States,14.7389,79.1213,5550.0,56.56,32.0,28.77
617806,Transmission System for Integration of Ananthapur 2 REZ Phase 1 for 4.5 GW. SPV Name Anantapuram 2 REZ Transmission Ltd Multi-States,14.7389,79.1213,4535.99,70.82,26.62,64.0
619030,Inter-Regional Strengthening between SR Grid and ER Grid Multi-States,18.40115,83.23625,2722.5,19.74,7.0,3.0
602223,Comprehensive Scheme for Strengthening of Transmission and Distribution [T&D] Systems [CSST&DS] in Arunachal Pradesh and Sikkim Multi-States,26.3462,91.9712,9129.32,95.3,89.18,83.9
607709,"NORTH EASTERN REGION POWER SYSTEM IMPROVEMENT PROJECT Multi-States [NERPSIP] (Assam, Manipur,",24.703125,92.501575,6700.0,94.7,83.25,99.2
617271,"NORTH EASTERN REGION POWER SYSTEM IMPROVEMENT PROJECT Multi-States [NERPSIP] (Assam, Manipur, 12/2014 12/2018 5111.33 219 (Power Grid Corporation of India Limited [POWERGRID]) Meghalaya, 5577.75 99.2 (607709) Mizoram, Eastern Region Expansion Scheme-43 [ERES-43] Multi-States",22.820933,86.442,342.69,95.62,42.0,29.75
617807,Inter-regional [NR-WR] Transmission System strengthening to relieve the loading of 765 kV Vindhyachal-Varanasi D/c line Multi-States,26.2204,83.0419,2368.0,41.51,6.67,6.38
617270,Eastern Region Expansion Scheme-44 [ERES-44] Multi-States,25.593533,83.570167,408.94,61.61,1.5,1.5
612132,"Transmission Scheme for Evacuation of power from REZ in Rajasthan [20 GW] under Phase-III Part D Phase I [Sikar Khetri Transmission Ltd] Multi-States (Delhi,",28.7532,76.5919,2423.0,81.05,92.0,92.47
611735,"Transmission system for evacuation of power from REZ in Rajasthan 20GW under Phase-III Part J Multi-States (Delhi,",26.9124,75.7873,331.0,91.58,71.0,68.9
615347,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM POTENTIAL RENEWABLE ENERGY ZONE IN KHAVDA AREA OF GUJARAT UNDER PHASE-V Multi-States [8 GW] PART A [SPV Name POWERGRID West Central Transmission Limited],21.1458,72.7573,24819.0,38.79,12.0,18.56
615339,Transmission system for evacuation of power from Rajasthan REZ Ph-IV [Part- 3/6GW] [Bikaner complex] Part A [SPV Name POWERGRID Bikaner IV Transmission Multi-States Limited],29.515567,76.141333,5969.0,72.3,33.0,33.3
